Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
23489313,000004E1,false,Rx,0,8,62,42,FE,01,FF,FF,FF,FF,
23512003,00000130,false,Rx,0,5,41,41,A1,0F,8D,00,00,00,
23570729,000004E2,false,Rx,0,8,67,42,FE,01,FF,FF,FF,FF,
23612013,00000130,false,Rx,0,5,41,41,A1,0F,9E,00,00,00,
23666928,000004E7,false,Rx,0,8,6D,52,FE,01,FF,FF,FF,FF,
23712055,00000130,false,Rx,0,5,41,41,A1,0F,A0,00,00,00,
23757121,000004ED,false,Rx,0,8,72,52,FE,01,FF,FF,FF,FF,
23812007,00000130,false,Rx,0,5,41,41,A1,0F,B1,00,00,00,
23842425,000004F2,false,Rx,0,8,73,52,FD,01,00,40,01,00,
23912035,00000130,false,Rx,0,5,41,41,A1,0F,C2,00,00,00,
23925247,000004F3,false,Rx,0,8,78,42,FE,01,FF,FF,FF,FF,
24011207,000004F8,false,Rx,0,8,00,42,FE,01,FF,FF,FF,FF,
24012099,00000130,false,Rx,0,5,41,41,A1,0F,D3,00,00,00,
24102544,00000480,false,Rx,0,8,01,42,FE,01,FF,FF,FF,FF,
24112031,00000130,false,Rx,0,5,41,41,A1,0F,E4,00,00,00,
24187091,00000481,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
24212064,00000130,false,Rx,0,5,41,41,A1,0F,F5,00,00,00,
24287180,000004C0,false,Rx,0,8,41,42,FF,01,30,01,EC,03,
24312024,00000130,false,Rx,0,5,41,41,A1,0F,06,00,00,00,
24376519,000004C1,false,Rx,0,8,56,52,FE,01,FF,FF,FF,FF,
24412051,00000130,false,Rx,0,5,41,41,A1,0F,17,00,00,00,
24470763,000004D6,false,Rx,0,8,60,42,FF,01,FF,FF,FF,FF,
24512003,00000130,false,Rx,0,5,41,41,A1,0F,28,00,00,00,
24568320,000004E0,false,Rx,0,8,61,42,FF,01,FF,FF,FF,FF,
24612021,00000130,false,Rx,0,5,41,41,A1,0F,39,00,00,00,
24669233,000004E1,false,Rx,0,8,62,42,FE,01,FF,FF,FF,FF,
24712052,00000130,false,Rx,0,5,41,41,A1,0F,4A,00,00,00,
24750897,000004E2,false,Rx,0,8,67,42,FE,01,FF,FF,FF,FF,
24812040,00000130,false,Rx,0,5,41,41,A1,0F,5B,00,00,00,
24835250,000004E7,false,Rx,0,8,6D,52,FE,01,FF,FF,FF,FF,
24835984,000003BD,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
24912156,00000130,false,Rx,0,5,41,41,A1,0F,7C,00,00,00,
24917256,000004ED,false,Rx,0,8,72,52,FE,01,FF,FF,FF,FF,
25002520,000004F2,false,Rx,0,8,73,52,FD,01,00,40,01,00,
25012068,00000130,false,Rx,0,5,41,41,A1,0F,8D,00,00,00,
25026725,000003BE,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
25085448,000004F3,false,Rx,0,8,78,42,FE,01,FF,FF,FF,FF,
25112084,00000130,false,Rx,0,5,41,41,A1,0F,9E,00,00,00,
25171024,000004F8,false,Rx,0,8,00,42,FE,01,FF,FF,FF,FF,
25212096,00000130,false,Rx,0,5,41,41,A1,0F,A0,00,00,00,
25262967,00000480,false,Rx,0,8,01,42,FE,01,FF,FF,FF,FF,
25313318,00000130,false,Rx,0,5,41,41,A1,0F,B1,00,00,00,
25347210,00000481,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
25412109,00000130,false,Rx,0,5,41,41,A1,0F,C2,00,00,00,
25447272,000004C0,false,Rx,0,8,41,42,FF,01,30,01,EC,02,
25512097,00000130,false,Rx,0,5,41,41,A1,0F,D3,00,00,00,
25534729,000004C1,false,Rx,0,8,56,52,FE,01,FF,FF,FF,FF,
25612389,00000130,false,Rx,0,5,41,41,A1,0F,E4,00,00,00,
25638287,000004D6,false,Rx,0,8,60,42,FF,01,FF,FF,FF,FF,
25712119,00000130,false,Rx,0,5,41,41,A1,0F,F5,00,00,00,
25728581,000004E0,false,Rx,0,8,61,42,FF,01,FF,FF,FF,FF,
25812114,00000130,false,Rx,0,5,41,41,A1,0F,06,00,00,00,
25831219,000004E1,false,Rx,0,8,62,42,FE,01,FF,FF,FF,FF,
25912157,00000130,false,Rx,0,5,41,41,A1,0F,17,00,00,00,
25931050,000004E2,false,Rx,0,8,67,42,FE,01,FF,FF,FF,FF,
26012135,00000130,false,Rx,0,5,41,41,A1,0F,28,00,00,00,
26023810,000004E7,false,Rx,0,8,6D,52,FE,01,FF,FF,FF,FF,
26112150,00000130,false,Rx,0,5,41,41,A1,0F,39,00,00,00,
26117462,000004ED,false,Rx,0,8,72,52,FE,01,FF,FF,FF,FF,
26202646,000004F2,false,Rx,0,8,73,52,FD,01,00,40,01,00,
26212153,00000130,false,Rx,0,5,41,41,A1,0F,4A,00,00,00,
26285747,000004F3,false,Rx,0,8,78,42,FE,01,FF,FF,FF,FF,
26312139,00000130,false,Rx,0,5,41,41,A1,0F,5B,00,00,00,
26370803,000004F8,false,Rx,0,8,00,42,FE,01,FF,FF,FF,FF,
26412180,00000130,false,Rx,0,5,41,41,A1,0F,7C,00,00,00,
26463366,00000480,false,Rx,0,8,01,42,FE,01,FF,FF,FF,FF,
26512179,00000130,false,Rx,0,5,41,41,A1,0F,8D,00,00,00,
26547287,00000481,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
26612188,00000130,false,Rx,0,5,41,41,A1,0F,9E,00,00,00,
26647317,000004C0,false,Rx,0,8,41,42,FF,01,30,01,EC,02,
26712161,00000130,false,Rx,0,5,41,41,A1,0F,A0,00,00,00,
26733489,000004C1,false,Rx,0,8,56,52,FE,01,FF,FF,FF,FF,
26813314,00000130,false,Rx,0,5,41,41,A1,0F,B1,00,00,00,
26826365,000004D6,false,Rx,0,8,60,42,FF,01,FF,FF,FF,FF,
26908549,000004E0,false,Rx,0,8,61,42,FF,01,FF,FF,FF,FF,
26912210,00000130,false,Rx,0,5,41,41,A1,0F,C2,00,00,00,
27009057,000004E1,false,Rx,0,8,62,42,FE,01,FF,FF,FF,FF,
27012195,00000130,false,Rx,0,5,41,41,A1,0F,D3,00,00,00,
27091334,000004E2,false,Rx,0,8,67,42,FE,01,FF,FF,FF,FF,
27112221,00000130,false,Rx,0,5,41,41,A1,0F,E4,00,00,00,
27192208,000004E7,false,Rx,0,8,6D,52,FE,01,FF,FF,FF,FF,
27212211,00000130,false,Rx,0,5,41,41,A1,0F,F5,00,00,00,
27278295,000004ED,false,Rx,0,8,72,52,FE,01,FF,FF,FF,FF,
27313423,00000130,false,Rx,0,5,41,41,A1,0F,06,00,00,00,
27362679,000004F2,false,Rx,0,8,73,52,FD,01,00,40,01,00,
27412228,00000130,false,Rx,0,5,41,41,A1,0F,17,00,00,00,
27445910,000004F3,false,Rx,0,8,78,42,FE,01,FF,FF,FF,FF,
27512237,00000130,false,Rx,0,5,41,41,A1,0F,28,00,00,00,
27530633,000004F8,false,Rx,0,8,00,42,FE,01,FF,FF,FF,FF,
27612195,00000130,false,Rx,0,5,41,41,A1,0F,39,00,00,00,
27623796,00000480,false,Rx,0,8,01,42,FE,01,FF,FF,FF,FF,
27707067,00000481,false,Rx,0,8,40,42,FF,01,FF,FF,FF,FF,
27712252,00000130,false,Rx,0,5,41,41,A1,0F,4A,00,00,00,
27807392,000004C0,false,Rx,0,8,41,42,FF,01,30,01,EC,02,
27812231,00000130,false,Rx,0,5,41,41,A1,0F,5B,00,00,00,
